$ bin/fm-orphan-sweep.sh --dry-run   # real box, default roots, read-only (2026-09-08T23:29:33Z)
orphan sweep: would have removed tmp entry /tmp/l7.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony5b.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pp5.txt (96K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/branch5.diff (92K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fe6.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/b6.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/l6.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/b5.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fe5.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/be5.log (176K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtl.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pp4.txt (92K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/branch4.diff (92K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fe4.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/b4.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/l4.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/be4.log (176K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony3full.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pp3.txt (92K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/branch3.diff (92K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fe3.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/be2.log (176K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony_full2.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony_prompt2.txt (92K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/branch2.diff (88K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fe_all.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/be_all.log (176K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/l2.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony_full.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony_prompt.txt (92K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/tabin (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/raw2.err (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/raw2.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/raw.err (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/raw.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/small.diff (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony.err (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fasturi.diff (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony1.err (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/b.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/l.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/base_3.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/base_2.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/base_1.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-timeout-status.x3vHZU (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/vt_2.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/vt_1.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pr442.diff (72K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/scan.log (360K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/t-fm-teardown-endpoint-safety.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/t-fm-pr-body-required.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/t-fm-pr-merge.log (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/a3.txt (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/p.fa078be5203085aa (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/keep (400K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/h.sh (292K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/new_churn_test.sh (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/gqlprobe.sh (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/single-tail.sh (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/single-head.sh (292K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/art.html (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/cap.html (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/omp-sshots-1571b8dc80c35141.webp (28K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/diag-planned.svg (28K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/diag-current.svg (24K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/omp-sshots-1571b85f3c835140.webp (20K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/omp-sshots-1571b84c8e03513f.webp (32K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/omp-sshots-1571b83b8e43513e.webp (32K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/wt.out (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/t-prsec.log (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fmwip (84K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/t-brief.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/briefchk (24K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/mh.html (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/aud-probe.sh (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/omp-sshots-1571af3393b58934.webp (36K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/omp-sshots-1571af3119358933.webp (36K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/omp-sshots-1571af0cc6f58932.webp (44K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/resolve_tests3.py (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/goo.html (60K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/resolve_tests2.py (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/resolve_tests1.py (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/resolve_wc.py (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/resolve_docs.py (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/resolve_watch.py (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/sentryprobe (28K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/m3-body.txt (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fork-commits.txt (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-unattended.97APc8 (176K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-unattended.rsgpgR (176K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-unattended.uGtZXL (176K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ship-rv.png (36K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ship-rail.png (224K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ship-view.png (672K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ship-full.png (244K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/v7-rv.png (36K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/v7-rail.png (224K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/v6-pv.png (44K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/v6-rv.png (36K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/v6-panel.png (240K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/v6-rail.png (224K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g4-edge.ts (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ev-without.png (56K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ev-with.png (56K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/edge-without.png (100K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/edge-with.png (100K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/nm-req-check (36K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/v5-mv.png (44K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/v5-pv.png (52K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/v5-rv.png (36K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/v5-mob.png (452K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/v5-panel.png (188K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/v5-rail.png (224K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pr58-body.md (32K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/v4-pv.png (52K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/v4-rv.png (36K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/v4-panel.png (184K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/v4-rail.png (224K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony-final.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/delta2.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/delta.txt (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/help.after (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/help.before (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fmpl.help.before (28K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/v3-rv.png (36K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/v3-panel.png (232K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/v3-rail.png (224K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/td-final2.log (20K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/final-rv.png (20K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/final-rail.png (224K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/td-final.log (20K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/final-390-footer.png (124K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/org.chromium.Chromium.Vnkgaf (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/final-pv.png (80K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/final-panel.png (252K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pn-off.png (44K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pn-on.png (64K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pan-off.png (248K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pan-on.png (220K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g4-look2.ts (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/lk-off.png (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/lk-on.png (20K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/look-off.png (216K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/look-on.png (224K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g4-look.ts (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/abfull-off.png (140K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/abfull-on.png (140K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/abv-off.png (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/abv-on.png (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ab-rail-off.png (28K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ab-rail-on.png (28K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rm-panel.png (36K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g4-rm.ts (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/mob-panel3.png (60K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/mob2.png (472K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/mob-panel2.png (68K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g4-mob.ts (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/mob-rail.png (32K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/mob-panel.png (64K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/mob-view.png (1.2M, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/mob.png (488K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/full-view.png (908K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/full.png (264K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/psr-16560.png (20K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/psr-13800.png (20K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/psr-10350.png (20K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/psv-16560.png (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ps-16560.png (84K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/psv-13800.png (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ps-13800.png (84K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/psv-10350.png (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ps-10350.png (88K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pv-21000.png (116K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/panel-21000.png (88K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pv-12750.png (116K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/panel-12750.png (84K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pv-8500.png (116K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/panel-8500.png (88K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pv-4250.png (116K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/panel-4250.png (88K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/gen.before (20K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/panel-view.png (124K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/panel-0.png (84K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g4-duty.ts (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/v-7800.png (100K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/v-5200.png (100K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/v-2600.png (96K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rail-7800.png (36K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rail-6500.png (36K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rail-5200.png (36K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rail-2600.png (28K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rail-view.png (24K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rail-clip2.png (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-backend-orca.log (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-captain-hold-lifecycle.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-pr-merge.log (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-secondmate-safety.log (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rail-clip.png (40K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rail3.png (72K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rail-crop.png (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-busy-state.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-backend.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-gotmp.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-teardown-endpoint-safety.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rail-mid2.png (72K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/td-teeth2.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g4-tune.ts (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/td-teeth.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rail-mid.png (84K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g4-cdp.ts (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/after-1.png (76K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/stamp2.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/sx.bak (24K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/td-noflix.log (16K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/all-anchors.mjs (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-unattended.VeqWaI (148K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/before-1280-footer.png (172K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/after-1280-footer.png (352K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/after2-390-footer.png (120K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g4-probe.ts (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/org.chromium.Chromium.lJEBEC (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/chrome-probe.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/before-390-footer.png (124K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fmwork (924K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g4-dbg.ts (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/after-390-footer.png (116K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/before-light.png (168K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/tap-layout.mjs (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/org.chromium.Chromium.wrbPi4 (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/chrome-g4c.log (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/td-branch2.log (20K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/td-fmhome (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/before-hero.png (432K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/org.chromium.Chromium.cteiYn (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/chrome-g4b.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/td-main.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/serve-landing.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/td-branch.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/serve-landing.ts (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g4-preview (80K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/incident-stamp.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ref-gooey2.png (68K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ref-gooey.png (84K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/tap-measure.mjs (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/org.chromium.Chromium.F64sVJ (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/i25.txt (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/i24.txt (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/i23.txt (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/i22.txt (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/i21.txt (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/i20.txt (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/i19.txt (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/i18.txt (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/chrome-g4.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-unattended.NJQOuM (176K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/repro-unattended.sh (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pr24.md (20K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pr23.md (28K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pr21.md (20K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pr20.md (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pr19.md (20K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pr18.md (28K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pgtest (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pr25.md (32K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pr22.md (28K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g3-scout (496K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pr40body.md (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/board-answers.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/b.html (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/finding_raw.txt (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/body.md (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/addendum.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/after-390.png (208K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/org.chromium.Chromium.OogHhD (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/org.chromium.Chromium.XaIZ1E (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rfb2.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rfb-conns.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pymp-j3aew6t2 (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/before-390.png (204K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/org.chromium.Chromium.D6eNJS (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/wall-ui-chrome.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/wall.html (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/merge-cc.diff (484K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/sentrux-base.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/drain.txt (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/conflicts.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/p.5a7169b5dfa89f21 (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/p.fa489e66e37a7caf (12K, older than 2 days, nothing is using it)
