$ bin/fm-orphan-sweep.sh --dry-run   # real box, default roots, read-only (2026-09-08T23:29:33Z)
orphan sweep: would have removed tmp entry /tmp/rtm466-attestation2.json (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/audit-stream.jsonl (356K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm466-digest2 (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/f-gate-repo.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pi-bash-de31ca4a4527523d.log (52K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452b-fullsuite.log (64K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452b-owntests.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm487-scratch.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm487-TSyQKC (1.5M, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452b-build.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/f-i-full.log (24K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452b-lint.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/f-i-bl.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452b-apitest.log (180K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/stranded-analytics.ts (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/f-i-lint.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/conflict-note.json (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/conflict-note.md (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm466-gotest3.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452b-typecheck.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm466-comment3.md (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail6.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/f-d-bl.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm466-audit-report2.md (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452b-audit-out.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452b-audit-prompt.md (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452b-install.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/f-d-lint.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/publish2.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/f-int-deploy.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/attestation-475b.json (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/audit-comment2.json (20K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/audit-comment2.md (20K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/f-creds.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/diff1.txt (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/319-takeover.md (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/TestRecoveryReportsOnlyExactNoncontiguousMissingSequenceRanges152723644 (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/f-partial.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-timeout-status.Vvv0mY (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/f-pos.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm466-audit-resp2.json (92K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/TestArmAcceptsInitialReplayFrameBeforeReturning1366509539 (56K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm466-req2.json (88K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm466-commits2.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm466-full2.diff (76K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/f-gotest2.log (16K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm468-ponytail.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452-note.md (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/f-neg.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pristine-path (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm466-gotest2.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pscpu.txt (244K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/f-int-sentry.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/f-inst-i.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/f-awsinstall.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/f-dash-sentry.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/f-inst-d.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/f-img.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/TestRecoverRetriesLostSessionCreateWithIdenticalDurableIntent4176178695 (16K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/TestRecoveryReportsOnlyExactNoncontiguousMissingSequenceRanges1693000186 (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail5.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/psargs.txt (220K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/psmem.txt (48K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452-attestation.json (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/TestArmAcceptsInitialReplayFrameBeforeReturning1734291279 (60K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/f-gotest.log (16K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/f-sh.log (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/f-b.log (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/f-vet.log (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/f-bt.log (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452-report-comment.md (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/f-tc.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/f-cg.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/watch.diff (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/crew-state.diff (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/Tracer.m (32K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/SpanInternal.m (16K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/codex-review-surface (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm468-attestation.json (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm468-report.md (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/SentryClient.m (56K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452-audit-report.md (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/Options.swift (40K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/tree.json (1.1M, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-sweep-before.txt (32K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/gate-final.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/att471.json (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail4.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail-run (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/sentry-logging.diff (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/bad.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/locs.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm478-ponytail2.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-timeout-status.Uc4pcC (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/sb.html (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm466-sxbase (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm467-out (28K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/n-compile.txt (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/n-cc1.txt (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/mac2.clean (204K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ps-cpu2.txt (252K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/n-sentrux.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/n-node.txt (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/n-omp.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/n-pi.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/n-claude.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm468-audit3.log (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/attestation-473-v2.json (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ps-rss.txt (48K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/probe-473.md (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/audit475b.err (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/audit475b.md (16K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/audit475b-prompt.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-timeout-status.6kd9Q6 (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/probe-passed.json (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm466-attestation.json (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm466-mainfail.log (60K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony9.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/mock-pr.txt (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/mock-base.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/mock-old.txt (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm466-basedir (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/env.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/base-files.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pr-files.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/tmp.7h9sortbEw (42M, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm466-pass-win.log (64K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452-shas.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452-audit-out2.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452-audit-prompt2.md (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm468-audit2.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm468-audit-prompt2.md (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm468-diff.patch (80K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm468-commits.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rg4.bak (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/audit-range.patch (100K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pf.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm466-winjob.log (360K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm478-ponytail.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm466-comment.md (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm478-build.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony-tmp-ri (148K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/meminfo.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/mg2.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/sac.txt (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/vmstat.txt (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/mg.txt (224K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pr471-followup.md (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/emerg-ls.txt (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/chain2.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/cpu2.txt (32K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/chain1.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/agg.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/stat.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/sxgate.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ps-mem.txt (248K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ps-cpu.txt (44K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail3.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/aud-base-6dda39 (144M, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/sxv-mainnow.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm467-audit2.log (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/sxv-mybranch.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/mac.clean (232K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/mac.log (364K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm478-test2.log (120K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/attestation-475.json (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm467-audit.log (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm467-audit-prompt.md (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pr471-verify.md (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/b.orig (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/att-shas.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/audit-comment.json (20K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g-sentrux-samebase.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g-sentrux-basesave.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fmine.md (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm478-two.log (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g-sentrux-head.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/sxv-base.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/sxv-head.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g-int-build.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452-dash-owntests.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm466-audit-report.md (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm478-mainwt (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm478-main-subset.log (20K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm478-main-install.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g-dash-build.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/sentrux475.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g-int-lint.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm484-audit-err.txt (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm484-audit-out.txt (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm484-audit-prompt.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm466-audit-resp.json (64K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm466-req.json (84K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ponytail2.out (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/sentrux471.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm466-commits.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm466-full.diff (76K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452-base-dash-test.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452-base-install.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fsum2.md (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/test471.log (180K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fsum.md (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g-dash-lint.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/gh-shell.md (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/gh-syntax.md (72K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g-int-sentry.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g-dash-sentry.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm478-test.log (116K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/tc471.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm478-typecheck.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm478-install.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm466-gotest.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/issue.md (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452-dash-retest.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm466-audit.log (12K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm466-audit-prompt.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fm-timeout-status.NzZR6y (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm466-auditdir (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452-dash-build.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm468-sentrux-check-base.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/b-int-pipe.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/inst-base.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452-dash-lint.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rg3.bak (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm468-sentrux-check.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pipetest2.sh (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pipetest.sh (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm468-sentrux-pr.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm468-baseline-base.json (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm468-sentrux-base.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm468-sentrux-setup.log (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/backend-api-build-host.log (16K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452-api-test.log (176K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452-dash-test.log (36K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm468-sentrux.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g-int-rerun.log (128K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452-contracts-install.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452-auto-install.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g-dash-rerun.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/sentrux-gate.err (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm468-audit.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm468-audit-prompt.md (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm468-tests.log (72K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/469-test.log (272K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452-api-typecheck.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fa322.err (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fa322.out (32K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fa.err (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fa.out (32K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/audit2.err (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/audit-report.md (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/469-gates.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm468-typecheck.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm469 (56K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/fallow322 (136M, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g-int-test.log (28K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/g-dash-test.log (24K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452-dash-install.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452-api-install.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm468-install.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/inst-int.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452-audit-out.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/inst-dash.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452-audit-prompt.md (8.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/audit.err (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/469-typecheck.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/rtm452-wt.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/469-install.log (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/t.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/gate.err (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/dsn-comment.md (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/audit475.err (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/audit475.md (16K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/audit475-prompt2.txt (4.0K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/pony-run (0, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/ns-ci.diff (20K, older than 2 days, nothing is using it)
orphan sweep: would have removed tmp entry /tmp/attestation-473.json (8.0K, older than 2 days, nothing is using it)
